timestamp_est,anonymous_id,language,question,detected_language,roundtrip_translated_questions_0,roundtrip_translated_questions_1,paraphrased_0,paraphrased_1,paraphrased_2,paraphrased_3,paraphrased_4,paraphrased_5,paraphrased_6,paraphrased_7,paraphrased_8,paraphrased_9,paraphrased_10,paraphrased_11,paraphrased_12,paraphrased_13,paraphrased_14,paraphrased_15,paraphrased_16,paraphrased_17,paraphrased_18,paraphrased_19,paraphrased_20,paraphrased_21,paraphrased_22,paraphrased_23,paraphrased_24,paraphrased_25,paraphrased_26,paraphrased_27,paraphrased_28,paraphrased_29,paraphrased_30,paraphrased_31,paraphrased_32,paraphrased_33,paraphrased_34,paraphrased_35,paraphrased_36,paraphrased_37,paraphrased_38,paraphrased_39,paraphrased_40,paraphrased_41,paraphrased_42,paraphrased_43,paraphrased_44,paraphrased_45,paraphrased_46,paraphrased_47,paraphrased_48,paraphrased_49,paraphrased_50,paraphrased_51,paraphrased_52,paraphrased_53,paraphrased_54,paraphrased_55,paraphrased_56,paraphrased_57,paraphrased_58,paraphrased_59,paraphrased_60,paraphrased_61,paraphrased_62,paraphrased_63,paraphrased_64,paraphrased_65,paraphrased_66,paraphrased_67,paraphrased_68,paraphrased_69,paraphrased_70,paraphrased_71,paraphrased_72,paraphrased_73,paraphrased_74,paraphrased_75,paraphrased_76,paraphrased_77,paraphrased_78,paraphrased_79,paraphrased_80,paraphrased_81,paraphrased_82,paraphrased_83,paraphrased_84,paraphrased_85,paraphrased_86,paraphrased_87,paraphrased_88,paraphrased_89,paraphrased_90,paraphrased_91,paraphrased_92,paraphrased_93,paraphrased_94,paraphrased_95,paraphrased_96,paraphrased_97,paraphrased_98,paraphrased_99,paraphrased_100,paraphrased_101,paraphrased_102,paraphrased_103,paraphrased_104,paraphrased_105,paraphrased_106,paraphrased_107,paraphrased_108,paraphrased_109,paraphrased_110,paraphrased_111,paraphrased_112,paraphrased_113,paraphrased_114,paraphrased_115,paraphrased_116,paraphrased_117,paraphrased_118,paraphrased_119,paraphrased_120,paraphrased_121,paraphrased_122,paraphrased_123,paraphrased_124,paraphrased_125,paraphrased_126,paraphrased_127,paraphrased_128,paraphrased_129,paraphrased_130,paraphrased_131,paraphrased_132,paraphrased_133,paraphrased_134,paraphrased_135,paraphrased_136,paraphrased_137,paraphrased_138,paraphrased_139,paraphrased_140,paraphrased_141,paraphrased_142,paraphrased_143,paraphrased_144,paraphrased_145,paraphrased_146,paraphrased_147,paraphrased_148,paraphrased_149,paraphrased_150,paraphrased_151,paraphrased_152,paraphrased_153,paraphrased_154,paraphrased_155,paraphrased_156,paraphrased_157,paraphrased_158,paraphrased_159,paraphrased_160,paraphrased_161,paraphrased_162,paraphrased_163,paraphrased_164,paraphrased_165,paraphrased_166,paraphrased_167,paraphrased_168,paraphrased_169,paraphrased_170,paraphrased_171,paraphrased_172,paraphrased_173,paraphrased_174,paraphrased_175,paraphrased_176,paraphrased_177,paraphrased_178,paraphrased_179,paraphrased_180,paraphrased_181,paraphrased_182,paraphrased_183,paraphrased_184,paraphrased_185,paraphrased_186,paraphrased_187,paraphrased_188,paraphrased_189,paraphrased_190,paraphrased_191,paraphrased_192,paraphrased_193,paraphrased_194,paraphrased_195,paraphrased_196,paraphrased_197,paraphrased_198,paraphrased_199,paraphrased_200,paraphrased_201,paraphrased_202,paraphrased_203,paraphrased_204,paraphrased_205,paraphrased_206,paraphrased_207,paraphrased_208,paraphrased_209,paraphrased_210,paraphrased_211,paraphrased_212,paraphrased_213,paraphrased_214,paraphrased_215,paraphrased_216,paraphrased_217,paraphrased_218,paraphrased_219,paraphrased_220,paraphrased_221,paraphrased_222,paraphrased_223,paraphrased_224,paraphrased_225,paraphrased_226,paraphrased_227,paraphrased_228,paraphrased_229,paraphrased_230,paraphrased_231,paraphrased_232,paraphrased_233,paraphrased_234,paraphrased_235,paraphrased_236,paraphrased_237,paraphrased_238,paraphrased_239,paraphrased_240,paraphrased_241,paraphrased_242,paraphrased_243,paraphrased_244,paraphrased_245,paraphrased_246,paraphrased_247,paraphrased_248,paraphrased_249,paraphrased_250,paraphrased_251,paraphrased_252,paraphrased_253,paraphrased_254,paraphrased_255,paraphrased_256,paraphrased_257,paraphrased_258,paraphrased_259,paraphrased_260,paraphrased_261,paraphrased_262,paraphrased_263,paraphrased_264,paraphrased_265,paraphrased_266,paraphrased_267,paraphrased_268,paraphrased_269,paraphrased_270,paraphrased_271,paraphrased_272,paraphrased_273,paraphrased_274,paraphrased_275,paraphrased_276,paraphrased_277,paraphrased_278,paraphrased_279,paraphrased_280,paraphrased_281,paraphrased_282,paraphrased_283,paraphrased_284,paraphrased_285,paraphrased_286,paraphrased_287,paraphrased_288,paraphrased_289,paraphrased_290,paraphrased_291,paraphrased_292,paraphrased_293,paraphrased_294,paraphrased_295,paraphrased_296,paraphrased_297,paraphrased_298,paraphrased_299
2020-03-23 13:00:48,85f8464c-54d6-4e55-8a8a-4beb7a05d058,fr,"Je travail comme infirmière à l’hôpital .. depuis 2 ou 3 jours légers mal de gorge , pas de fièvre , léger difficulte à respirer mais je suis asthmatique et nez légèrement bloquer .. devrait je m’inquièté?",fr,"Je travail comme infirmière à l’hôpital .. depuis 2 ou 3 jours légers mal de gorge , pas de fièvre , léger difficulte à respirer mais je suis asthmatique et nez légèrement bloquer .. devrait je m’inquièté?","Je travaille comme infirmière à l'hôpital .. pendant 2 ou 3 jours maux de gorge légers, pas de fièvre, légère difficulté à respirer mais je suis asthmatique et le nez légèrement bouché .. dois-je m'inquiéter?",je travaille comme infirmier quand 2 ou 3 jours mal de gorges,je travaille comme infirmier a l hopital pendant 2 fievres mais pas de fievre,"Je travaille comme infirmière à l'hôpital .. pendant 2 ou 3 jours maux de gorge légers, pas de fièvre, légère difficulté à respirer mais je suis asthmatique et le nez légèrement bouché .. dois-je m'inquiéter?",je travail comme infirmier a deux hopitaux mais pas de fievre mais difficile a respirer mais je suis asthmatique,"Je travail comme infirmière à l’hôpital .. depuis 2 ou 3 jours légers mal de gorge , pas de fièvre , léger difficulte à respirer mais je suis asthmatique et nez légèrement bloquer .. devrait je m’inquièté?",je travail comme infirmier a deux hopitaux mais pas de fievre mais,je travaille comme infirmiere a l hopital pendant 2 fievres mais pas de fievre legerement de fievre,je travaille comme infirmier a deux hopitaux mais pas de fievre mais difficile a respirer mais je suis asthmatique,je travaille comme infirmiere a l hopital pendant 2 fievres mais pas de fievre,je travaille comme infirmiere a l hopital pendant 2 fievres mais pas de fievre leger,je travail comme infirmier a deux hopitaux mais pas de fievre mais difficulté a respirer mais je suis allergique,je travail comme infirmier a deux hopitaux mais pas de fievre mais difficulté a respirer mais je suis asthmatique,je travaille comme infirmier à l hôpital pendant 2 ou 3 jours mal à respirer,je travaille comme infirmier a l hôpital pendant 2 ou 3 jours mal à respirer,je travaille comme infirmier quand 2 ou 3 jours mal à respirer,je travaille comme infirmier a deux hopitaux mais pas de fievre,je travaille comme infirmier a deux hopitaux pendant 2 fievres mais pas de fievre,je travail comme infirmier a deux hopitaux mais pas de fievre,je travaille comme infirmier a deux hopitaux mais pas de fievre mais difficulté a respirer mais je suis allergique,je travaille comme infirmier a deux hopitaux mais pas de fievre mais,je travaille comme infirmier a l hopital pendant 2 fievres mais pas de fievre leger,je travaille comme infirmier a deux hopitaux mais pas de fievre mais difficulté a respirer mais je suis asthmatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 21:23:13,58f98e27-f6b0-4d96-b36a-7f90b0067559,fr,Est-ce que le virus peut être transmis via l'eau?,fr,Le virus peut-il être transmis par l'eau?,Est-ce que le virus peut être transmis via l'eau?,est ce qu un virus peut se transmettre à l eau,le virus peut il se transmettre dans l eau,un virus peut il transmettre l eau,le virus peut il transmettre l eau,Est-ce que le virus peut être transmis via l'eau?,le virus peut il se transmettre par l eau,est ce qu un virus peut etre transmis par l eau,est ce qu un virus peut être transmis par l eau,le virus peut il transmettre de l eau,est ce qu un virus peut etre contaminé par l eau,est ce qu un virus peut transmettre l eau,Le virus peut-il être transmis par l'eau?,est ce qu un virus peut se transmettre dans l eau,est ce qu un virus peut se transmettre par l eau,le virus peut il etre transmis par l eau,les virus peuvent ils transmettre l eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 20:25:27,0b5ea1a5-1885-46dc-9a63-a0c8debb59b5,en,Quels sont les commerces qui demeurent ouverts ?,fr,Quels sont les commerces qui demeurent ouverts ?,Quelles entreprises restent ouvertes?,quels sont les magasins qui demeurent ouvert,entreprise qui reste ouvert,entreprise qui reste ouverte,ouvrir une entreprise ouverte,quels sont les commerces qui demeurent ouverts,entreprises ouvertes,entreprises qui restent ouvertes,quelle entreprise reste ouverte,entreprises ouverte,quels sont les commerces qui demeurent ouvert,quels sont les commerces qui sont ouverts,quel sont les magasin qui demeurent ouvert,quelles sont les entreprises ouvertes,Quelles entreprises restent ouvertes?,quelles sont les entreprises ouverte,entreprise ouverte ou pas,quels sont les magasins qui demeurent ouverts,Quels sont les commerces qui demeurent ouverts ?,les commerces qui sont ouverts,les commerces qui demeurent ouvert,quels sont les magasins qui sont ouverts,quels sont les magasin qui demeurent ouvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 22:41:22,0a6a5e0d-173b-4e6d-af43-63ffae0ae849,en,What are symptoms,en,What are symptoms,What are the symptoms,what is symptoms of,what is symptoms,what are the symptoms of a disease,What are symptoms,What are the symptoms,what is the symptoms,what are the symptoms of,what are symptoms,what is the symptoms of,what is a symptoms,what are the symptoms,what is a symptom,what are symptoms of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 14:02:57,ba8ef58c-ddcc-4dbb-bf57-ea2dd5a341e6,en,"If I experience symptoms but they are manageable, should I still go to the hospital for testing?",en,"If I have symptoms but they are manageable, should I still go to the hospital for a test?","If I experience symptoms but they are manageable, should I still go to the hospital for testing?",if i experience symptoms but they are manageable should i still go to the hospital for testing,if you have symptoms but are manageable should you go to the hospital for a test,if you have symptoms but they are manageable should you go to the hospital,if i experience symptoms but they are manageable should i go to the hospital,if i have symptoms but they are manageable should i go to the hospital,if you have symptoms but they are manageable do you still go to the hospital,"If I have symptoms but they are manageable, should I still go to the hospital for a test?",if i experience signs but they are manageable should i still go to the hospital for testing,if you experience symptoms but they are manageable should you go to the hospital for testing,if i experience symptoms but they are manageable should i go to the hospital for testing,"If I experience symptoms but they are manageable, should I still go to the hospital for testing?",if i experience signs that they are manageable should i go to the hospital for testing,if you have symptoms but they are manageable should you still go to the hospital,if you have symptoms but they are manageable should you go to the hospital for a test,if i have symptoms but they are manageable should i go to the hospital for a test,if i experience signs but they are manageable should i go to the hospital for testing,if you have symptoms but they are manageable should you go to hospital,if you experience symptoms but they are manageable should you still go to the hospital for testing,if i experience symptoms but they are manageable should i still go to the hospital,if i experience symptoms but they are manageable should i go to hospital,if you have symptoms but are manageable should you go to the hospital,if you have symptoms but are manageable should you go to hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19 15:39:53,b3cd859f-a9f3-4985-a884-0a8387a9daa4,fr,Est ce que la toux est sèche ou grasse?,fr,Est ce que la toux est sèche ou grasse?,La toux est-elle sèche ou grasse?,Est ce que la toux est sèche ou grasse?,La toux est-elle sèche ou grasse?,la toux seche ou grasse,comment savoir si toux grasse ou seche,toux sèche ou grasse,differencier toux seche et grasse,toux seche ou grasse difference,comment savoir si toux seche ou grasse,toux seche ou grasse comment savoir,differencier toux grasse seche,toux seche ou grasse,toux sèche ou grasse différence,la toux sèche ou grasse,toux seche ou grasses,toux sèche ou gras,toux séche ou grasse,comment savoir si on a une toux seche ou grasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 17:45:36,077f37cf-4d95-4c94-a6d7-f20fdec64aab,fr,Quels sont les symptômes?,fr,Quels sont les symptômes?,,tous les symptomes,quel symptome,qu elles sont les symptômes,quel sont les symptômes de la maladie,qu elles sont les symptomes,quel sont les symptome,quels sont les symptômes de la maladie,qu elle sont les symptome,quelle sont les symptomes,Quels sont les symptômes?,quelle sont les symptome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 23:08:00,5a340f67-5e5a-42e8-b25c-3594949f3f49,en,how to prevent ?,en,how to prevent ?,how to prevent?,how do we prevent,how to prevent?,how can you avoid,how do you avoid,how can we avoid,how to prevent ?,how we can prevent,ways on how to prevent,how can we prevent,ways to prevent,what are the ways to prevent,how we can avoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 13:49:02,9348faaa-6cd3-40b6-93ab-12aa98fc3775,vi,helu,ar,helu,,helu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 10:14:49,5aa6a4ce-5f4b-4057-ab06-ec76c0d9dfd0,fr,Pourquoi les forces armées Canadiennes n'écoute pas le confinement et laisse entre autre leurs écoles ouverte?,fr,Pourquoi les forces armées Canadiennes n'écoute pas le confinement et laisse entre autre leurs écoles ouverte?,"Pourquoi les Forces armées canadiennes n'écoutent-elles pas le confinement et, entre autres, laissent leurs écoles ouvertes?",Pourquoi les forces armées Canadiennes n'écoute pas le confinement et laisse entre autre leurs écoles ouverte?,pourquoi les forces armees canadiennes n écoutent pas entre laissent leur ecole ouverte,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leurs écoles fermées,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leurs écoles ouverte,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leur ecole ouverte,pourquoi les forces armées canadiennes n écoute pas le confinement et laisse entre autre ecole,pourquoi les forces militaires canadiennes n écoute pas le confinement et laisse entre autre école,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leur école ouverte,pourquoi les forces armees canadiennes n écoutent pas entre la laissent leur ecole ouverte,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leurs ecoles ouverte,pourquoi les forces armees canadiennes n ecoute pas le confinement et laisse entre autre ecole,pourquoi les forces armées canadiennes n écoute pas le confinement et laisse entre autre école,pourquoi les forces armées canadiennes n écoutent pas entre laissent leur école ouverte,pourquoi les forces armées canadiennes n écoute pas le confinement et laisse entre autres écoles,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leurs écoles ouvertes,"Pourquoi les Forces armées canadiennes n'écoutent-elles pas le confinement et, entre autres, laissent leurs écoles ouvertes?",pourquoi les forces armées canadiennes n écoute pas le confinement et laisse entre autre,pourquoi les forces armees canadiennes n écoute pas le confinement et laisse entre autre ecole,pourquoi les forces armées canadiennes n écoute pas le confinement et laisse entre autre écoles,pourquoi les forces armées canadiennes n écoutent pas le confinement et laisse entre autre école,pourquoi les forces armées canadiennes n écoute pas le confinement et laisse leur école ouverte,pourquoi les forces armées canadiennes n écoutent pas entre la laissent leurs ecoles ouvertes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 13:40:33,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Combien de  temps le virus survit sur une surface humide?,fr,Combien de  temps le virus survit sur une surface humide?,Combien de temps le virus survit-il sur une surface humide?,combien de temps le virus vit sur une surface humide,combien de temps vit un virus sur la surface humide,Combien de  temps le virus survit sur une surface humide?,combien de temps vit un virus humide,combien de temps le virus vit il sur une surface humide,temps survie virus surface,temps survie virus surface humide,combien de temps vit un surface humide,virus survit combien de temps,combien de temps vit un virus,combien de temps vit un virus sur surface humide,virus survit surface humide,Combien de temps le virus survit-il sur une surface humide?,combien de temps survit un surface humide,combien de temps vit un virus humidité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 15:46:13,bd836b7b-71a0-4404-b6ab-ac092d99902e,fr,Le confinement total est-il de mise pour une personne atteinte d’un trouble respiratoire?,fr,Le confinement total convient-il à une personne souffrant d'un trouble respiratoire?,Le confinement total est-il de mise pour une personne atteinte d’un trouble respiratoire?,confinement total convient il a une personne souffrant d un trouble respiratoire,le confinement total convient il a une personne souffrant d un probleme respiratoire,Le confinement total est-il de mise pour une personne atteinte d’un trouble respiratoire?,le confinement total convient il a une personne souffrant d un trouble respiratoire,le confinement totale convient il à une personne souffrant d un trouble respiratoire,le confinement total est il de mise pour une personne atteinte d un trouble respiratoire,le confinement total convient il pour une personne souffrant d un trouble respiratoire,le confinement totale est il de mise pour une personne atteinte d un trouble respiratoire,le confinement total est il de mises pour une personne atteinte d un trouble respiratoire,confinement total convient il une personne souffrant d un trouble respiratoire,Le confinement total convient-il à une personne souffrant d'un trouble respiratoire?,le confinement total est il de mettre pour une personne atteinte d un trouble respiratoire,le confinement total est il de mise pour une personne atteinte de un trouble respiratoire,le confinement total est il de mise pour une personne atteinte de trouble respiratoire,le confinement total convient il à une personne souffrant d un trouble respiratoire,confinement total est il de mise pour une personne atteinte d un trouble respiratoire,le confinement total est de mise pour une personne atteinte d un trouble respiratoire,le confinement total convient il une personne souffrant d un trouble respiratoire,le confinement total est t il de mise pour une personne atteinte d un trouble respiratoire,le confinement totale convient il a une personne souffrant d un trouble respiratoire,confinement total convient il à une personne souffrant d un trouble respiratoire,le confinement total est il de mise pour une personne atteint d un trouble respiratoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 12:25:13,56d0db1e-e0bd-431f-bef5-42cd82d1fe2a,es,What is covid 29,en,What is covid 29,What is Covid 29,What is covid 29,what is a covid 29,what is covid 29,what is the covid 29,what does covid 29 mean,meaning of covid 29,what is a 29 covid,covid 29 definition,covid 29 meaning,what is the meaning of covid 29,What is Covid 29,define covid 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 16:52:54,e646d4c4-288a-4f52-84ef-c91bda4ff28e,fr,Est-ce que ce virus a muté depuis qu’on l’a découvert,fr,Est-ce que ce virus a muté depuis qu’on l’a découvert,Ce virus a-t-il muté depuis sa découverte,un virus a t il muté depuis sa decouverte,est ce qu un virus a muté depuis qu on a decouvert,Est-ce que ce virus a muté depuis qu’on l’a découvert,un virus a t il été muté,un virus à t il muté depuis sa découverte,ce virus a t il muté depuis sa decouverte,ce virus a t il muté depuis sa découverte,est ce que le virus a muté,est ce qu un virus a muté depuis qu on a découvert,un virus a t il muté depuis sa découverte,le virus a t il été muté depuis sa découverte,est ce que le virus a muté depuis que l on a decouvert,est ce qu un virus a muté depuis que l on a decouvert,est ce que le virus a muté depuis,est ce qu un virus a muté,le virus a t il muté depuis sa découverte,est ce qu un virus a muté depuis que l on a découvert,virus a muté depuis,est ce qu un virus a muté depuis,un virus a t il été muté depuis sa découverte,le virus a t il muté depuis sa decouverte,Ce virus a-t-il muté depuis sa découverte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 3:37:38,0d90e6a2-f7f5-4317-afc9-b8a87d4df68d,en,Why Covid 19?,en,Why Covid 19?,,why was covid 19,why the covid 19,reason for covid 19,why covid is 19,why is there a covid 19,covid 19 why,Why Covid 19?,why is covid 19 important,why is covid 19,why is the covid 19,why covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 3:11:51,d7e1a94f-6987-4ffe-b905-b20f3c63260e,en,How many days should I isolate for,en,How many days should I isolate for,,how long should i use whey isolate,how long should i use isolate,how long does it take to isolate,How many days should I isolate for,how long isolation,how long should i be isolated for,how long to use isolate,how long should i isolate,how long to isolate,how long should i take whey isolate,how long should i be isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
